;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
253; masyarakat miskin masih banyak pak, kebijakan pemerintah soal transisi tv digital perlu dimaksimalkan. kasi… ;2;masyarakat miskin masih banyak pak kebijakan pemerintah soal transisi tv digital perlu dimaksimalkan kasi;['masyarakat', 'miskin', 'masih', 'banyak', 'pak', 'kebijakan', 'pemerintah', 'soal', 'transisi', 'tv', 'digital', 'perlu', 'dimaksimalkan', 'kasi'];['masyarakat', 'miskin', 'masih', 'banyak', 'pak', 'kebijakan', 'pemerintah', 'soal', 'transisi', 'tv', 'digital', 'perlu', 'dimaksimalkan', 'kasih'];['masyarakat', 'miskin', 'kebijakan', 'pemerintah', 'transisi', 'tv', 'digital', 'dimaksimalkan', 'kasih'];masyarakat miskin kebijakan pemerintah transisi tv digital dimaksimalkan kasih;masyarakat miskin bijak perintah transisi tv digital maksimal kasih
254; tontonan masyarakat hilang krn stb tv digital tdk stabil;1;tontonan masyarakat hilang krn stb tv digital tdk stabil;['tontonan', 'masyarakat', 'hilang', 'krn', 'stb', 'tv', 'digital', 'tdk', 'stabil'];['tontonan', 'masyarakat', 'hilang', 'karena', 'stb', 'tv', 'digital', 'tidak', 'stabil'];['tontonan', 'masyarakat', 'hilang', 'stb', 'tv', 'digital', 'stabil'];tontonan masyarakat hilang stb tv digital stabil;tonton masyarakat hilang stb tv digital stabil
255; Stabilitas stb tv digital sgt kacau pak, sudah harganya mahal sinyal tdk stabil;0;stabilitas stb tv digital sgt kacau pak sudah harganya mahal sinyal tdk stabil;['stabilitas', 'stb', 'tv', 'digital', 'sgt', 'kacau', 'pak', 'sudah', 'harganya', 'mahal', 'sinyal', 'tdk', 'stabil'];['stabilitas', 'stb', 'tv', 'digital', 'sangat', 'kacau', 'pak', 'sudah', 'harganya', 'mahal', 'sinyal', 'tidak', 'stabil'];['stabilitas', 'stb', 'tv', 'digital', 'kacau', 'harganya', 'mahal', 'sinyal', 'stabil'];stabilitas stb tv digital kacau harganya mahal sinyal stabil;stabilitas stb tv digital kacau harga mahal sinyal stabil
256;    Komitmen Pemerintah untuk melancarkan peralihan ke TV digital d… ;1;komitmen pemerintah untuk melancarkan peralihan ke tv digital;['komitmen', 'pemerintah', 'untuk', 'melancarkan', 'peralihan', 'ke', 'tv', 'digital'];['komitmen', 'pemerintah', 'untuk', 'melancarkan', 'peralihan', 'ke', 'tv', 'digital'];['komitmen', 'pemerintah', 'melancarkan', 'peralihan', 'tv', 'digital'];komitmen pemerintah melancarkan peralihan tv digital;komitmen perintah lancar alih tv digital
257;      Pembagian STB gratis tetap dilakukan guna me… ;2;pembagian allcaps stb allcaps gratis tetap dilakukan guna me;['pembagian', 'allcaps', 'stb', 'allcaps', 'gratis', 'tetap', 'dilakukan', 'guna', 'me'];['pembagian', 'allcaps', 'stb', 'allcaps', 'gratis', 'tetap', 'dilakukan', 'guna', 'saya'];['pembagian', 'allcaps', 'stb', 'allcaps', 'gratis'];pembagian allcaps stb allcaps gratis;bagi allcaps stb allcaps gratis
258; Mau menikmati program program TV aja dipersulit, harus beli STB lah, harus ganti TV juga lah. Peralihan TV… ;0;mau menikmati program program tv aja dipersulit harus beli allcaps stb allcaps lah harus ganti tv juga lah peralihan tv;['mau', 'menikmati', 'program', 'program', 'tv', 'aja', 'dipersulit', 'harus', 'beli', 'allcaps', 'stb', 'allcaps', 'lah', 'harus', 'ganti', 'tv', 'juga', 'lah', 'peralihan', 'tv'];['mau', 'menikmati', 'program', 'program', 'tv', 'saja', 'dipersulit', 'harus', 'beli', 'allcaps', 'stb', 'allcaps', 'lah', 'harus', 'ganti', 'tv', 'juga', 'lah', 'peralihan', 'tv'];['menikmati', 'program', 'program', 'tv', 'dipersulit', 'beli', 'allcaps', 'stb', 'allcaps', 'ganti', 'tv', 'peralihan', 'tv'];menikmati program program tv dipersulit beli allcaps stb allcaps ganti tv peralihan tv;nikmat program program tv sulit beli allcaps stb allcaps ganti tv alih tv
259; Emang paling bener alihkan lagi ke TV analog, daripada TV digital ini yang harus pake STB yang harganya mah… ;2;emang paling bener alihkan lagi ke tv analog daripada tv digital ini yang harus pake allcaps stb allcaps yang harganya mah;['emang', 'paling', 'bener', 'alihkan', 'lagi', 'ke', 'tv', 'analog', 'daripada', 'tv', 'digital', 'ini', 'yang', 'harus', 'pake', 'allcaps', 'stb', 'allcaps', 'yang', 'harganya', 'mah'];['memang', 'paling', 'benar', 'alihkan', 'lagi', 'ke', 'tv', 'analog', 'daripada', 'tv', 'digital', 'ini', 'yang', 'harus', 'pakai', 'allcaps', 'stb', 'allcaps', 'yang', 'harganya', 'mah'];['alihkan', 'tv', 'analog', 'tv', 'digital', 'pakai', 'allcaps', 'stb', 'allcaps', 'harganya', 'mah'];alihkan tv analog tv digital pakai allcaps stb allcaps harganya mah;alih tv analog tv digital pakai allcaps stb allcaps harga mah
260;2 bulan lalu beli stb digital tv untuk nonton bola harganya sekitar 150rb. Barusan iseng ngecheck di toko yg sama,… ;2;number bulan lalu beli stb digital tv untuk nonton bola harganya sekitar 1 5 0 rb barusan iseng ngecheck di toko yg sama;['number', 'bulan', 'lalu', 'beli', 'stb', 'digital', 'tv', 'untuk', 'nonton', 'bola', 'harganya', 'sekitar', '1', '5', '0', 'rb', 'barusan', 'iseng', 'ngecheck', 'di', 'toko', 'yg', 'sama'];['number', 'bulan', 'lalu', 'beli', 'stb', 'digital', 'tv', 'untuk', 'nonton', 'bola', 'harganya', 'sekitar', '1', '5', '0', 'ribu', 'barusan', 'iseng', 'ngecheck', 'di', 'toko', 'yang', 'sama'];['number', 'beli', 'stb', 'digital', 'tv', 'nonton', 'bola', 'harganya', '1', '5', '0', 'ribu', 'barusan', 'iseng', 'ngecheck', 'toko'];number beli stb digital tv nonton bola harganya 1 5 0 ribu barusan iseng ngecheck toko;number beli stb digital tv nonton bola harga 1 5 0 ribu barusan iseng ngecheck toko
264;   pake ini udah setahun lebih, sampe sekarang suka update software aplikasinya b… ;2;pake ini udah setahun lebih sampe sekarang suka update software aplikasinya;['pake', 'ini', 'udah', 'setahun', 'lebih', 'sampe', 'sekarang', 'suka', 'update', 'software', 'aplikasinya'];['pakai', 'ini', 'sudah', 'setahun', 'lebih', 'sampai', 'sekarang', 'suka', 'update', 'software', 'aplikasinya'];['pakai', 'setahun', 'suka', 'update', 'software', 'aplikasinya'];pakai setahun suka update software aplikasinya;pakai tahun suka update software aplikasi
265;Pengguna STB TV Digital hanya bisa hahahaha 😅 ;2;pengguna allcaps stb tv allcaps digital hanya bisa hahahaha;['pengguna', 'allcaps', 'stb', 'tv', 'allcaps', 'digital', 'hanya', 'bisa', 'hahahaha'];['pengguna', 'allcaps', 'stb', 'tv', 'allcaps', 'digital', 'hanya', 'bisa', 'hahahaha'];['pengguna', 'allcaps', 'stb', 'tv', 'allcaps', 'digital', 'hahahaha'];pengguna allcaps stb tv allcaps digital hahahaha;guna allcaps stb tv allcaps digital hahahaha
266;Piala Dunia udah selesai. Thanks buat pejabat bajingan dan kapitalis bangsat yang udah ngebikin gua ngeblangsak non… ;2;piala dunia udah selesai thanks buat pejabat bajingan dan kapitalis bangsat yang udah ngebikin gua ngeblangsak non;['piala', 'dunia', 'udah', 'selesai', 'thanks', 'buat', 'pejabat', 'bajingan', 'dan', 'kapitalis', 'bangsat', 'yang', 'udah', 'ngebikin', 'gua', 'ngeblangsak', 'non'];['piala', 'dunia', 'sudah', 'selesai', 'thanks', 'buat', 'pejabat', 'bajingan', 'dan', 'kapitalis', 'bangsat', 'yang', 'sudah', 'ngebikin', 'saya', 'ngeblangsak', 'non'];['piala', 'dunia', 'selesai', 'thanks', 'pejabat', 'bajingan', 'kapitalis', 'bangsat', 'ngebikin', 'ngeblangsak', 'non'];piala dunia selesai thanks pejabat bajingan kapitalis bangsat ngebikin ngeblangsak non;piala dunia selesai thanks jabat bajing kapitalis bangsat ngebikin ngeblangsak non
267; rakyat pelosok kan susah sinyal tuh, mau beli tv digital ya ga mampu, beli stb mahal mahal malah tetap tidak ada sinyal;0;rakyat pelosok kan susah sinyal tuh mau beli tv digital ya ga mampu beli stb mahal mahal malah tetap tidak ada sinyal;['rakyat', 'pelosok', 'kan', 'susah', 'sinyal', 'tuh', 'mau', 'beli', 'tv', 'digital', 'ya', 'ga', 'mampu', 'beli', 'stb', 'mahal', 'mahal', 'malah', 'tetap', 'tidak', 'ada', 'sinyal'];['rakyat', 'pelosok', 'kan', 'susah', 'sinyal', 'itu', 'mau', 'beli', 'tv', 'digital', 'iya', 'tidak', 'mampu', 'beli', 'stb', 'mahal', 'mahal', 'malah', 'tetap', 'tidak', 'ada', 'sinyal'];['rakyat', 'pelosok', 'susah', 'sinyal', 'beli', 'tv', 'digital', 'iya', 'beli', 'stb', 'mahal', 'mahal', 'sinyal'];rakyat pelosok susah sinyal beli tv digital iya beli stb mahal mahal sinyal;rakyat pelosok susah sinyal beli tv digital iya beli stb mahal mahal sinyal
268; Pak kenapa peralihan saluran tv digital ini tidak di tunda dulu? karena masih banyak masyarakat yg kurang m… ;2;pak kenapa peralihan saluran tv digital ini tidak di tunda dulu karena masih banyak masyarakat yg kurang;['pak', 'kenapa', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'tidak', 'di', 'tunda', 'dulu', 'karena', 'masih', 'banyak', 'masyarakat', 'yg', 'kurang'];['pak', 'kenapa', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'tidak', 'di', 'tunda', 'dulu', 'karena', 'masih', 'banyak', 'masyarakat', 'yang', 'kurang'];['peralihan', 'saluran', 'tv', 'digital', 'tunda', 'masyarakat'];peralihan saluran tv digital tunda masyarakat;alih salur tv digital tunda masyarakat
269; Pak kenapa peralihan saluran tv digital ini tidak di tunda dulu? karena masih banyak masyarakat yg kura… ;2;pak kenapa peralihan saluran tv digital ini tidak di tunda dulu karena masih banyak masyarakat yg kura;['pak', 'kenapa', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'tidak', 'di', 'tunda', 'dulu', 'karena', 'masih', 'banyak', 'masyarakat', 'yg', 'kura'];['pak', 'kenapa', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'tidak', 'di', 'tunda', 'dulu', 'karena', 'masih', 'banyak', 'masyarakat', 'yang', 'kura'];['peralihan', 'saluran', 'tv', 'digital', 'tunda', 'masyarakat', 'kura'];peralihan saluran tv digital tunda masyarakat kura;alih salur tv digital tunda masyarakat kura
270;Tiwas pepenekan masang antena digital, tv ne seng hrung support saluran digital. Yo ngalamat tetep tuku stb 😑;2;tiwas pepenekan masang antena digital tv ne seng hrung support saluran digital yo ngalamat tetep tuku stb;['tiwas', 'pepenekan', 'masang', 'antena', 'digital', 'tv', 'ne', 'seng', 'hrung', 'support', 'saluran', 'digital', 'yo', 'ngalamat', 'tetep', 'tuku', 'stb'];['tiwas', 'pepenekan', 'masang', 'antena', 'digital', 'tv', 'ne', 'seng', 'hrung', 'support', 'saluran', 'digital', 'yo', 'ngalamat', 'tetap', 'tuku', 'stb'];['tiwas', 'pepenekan', 'masang', 'antena', 'digital', 'tv', 'ne', 'seng', 'hrung', 'support', 'saluran', 'digital', 'yo', 'ngalamat', 'tuku', 'stb'];tiwas pepenekan masang antena digital tv ne seng hrung support saluran digital yo ngalamat tuku stb;tiwas tekan masang antena digital tv ne seng hrung support salur digital yo ngalamat tuku stb
271;Hello arek Suroboyo! KanalDigitalRCTI di wilayah Surabaya dan sekitarnya masih dapat disaksikan melalui kanal 41 U… ;1;hello arek suroboyo kanaldigitalrcti di wilayah surabaya dan sekitarnya masih dapat disaksikan melalui kanal number;['hello', 'arek', 'suroboyo', 'kanaldigitalrcti', 'di', 'wilayah', 'surabaya', 'dan', 'sekitarnya', 'masih', 'dapat', 'disaksikan', 'melalui', 'kanal', 'number'];['hello', 'arek', 'suroboyo', 'kanaldigitalrcti', 'di', 'wilayah', 'surabaya', 'dan', 'sekitarnya', 'masih', 'dapat', 'disaksikan', 'melalui', 'kanal', 'number'];['hello', 'arek', 'suroboyo', 'kanaldigitalrcti', 'wilayah', 'surabaya', 'disaksikan', 'kanal', 'number'];hello arek suroboyo kanaldigitalrcti wilayah surabaya disaksikan kanal number;hello arek suroboyo kanaldigitalrcti wilayah surabaya saksi kanal number
273; stb tv digital dg berita yg tersebar dimasyarakat sgt meresahkan;2;stb tv digital dg berita yg tersebar dimasyarakat sgt meresahkan;['stb', 'tv', 'digital', 'dg', 'berita', 'yg', 'tersebar', 'dimasyarakat', 'sgt', 'meresahkan'];['stb', 'tv', 'digital', 'dengan', 'berita', 'yang', 'tersebar', 'dimasyarakat', 'sangat', 'meresahkan'];['stb', 'tv', 'digital', 'berita', 'tersebar', 'dimasyarakat', 'meresahkan'];stb tv digital berita tersebar dimasyarakat meresahkan;stb tv digital berita sebar masyarakat resah
274; semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli STB ini, bisa… ;0;semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli allcaps stb allcaps ini bisa;['semoga', 'dengan', 'adanya', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'masyarakat', 'yg', 'tidak', 'mampu', 'membeli', 'allcaps', 'stb', 'allcaps', 'ini', 'bisa'];['semoga', 'dengan', 'adanya', 'peralihan', 'saluran', 'tv', 'digital', 'ini', 'masyarakat', 'yang', 'tidak', 'mampu', 'membeli', 'allcaps', 'stb', 'allcaps', 'ini', 'bisa'];['semoga', 'peralihan', 'saluran', 'tv', 'digital', 'masyarakat', 'membeli', 'allcaps', 'stb', 'allcaps'];semoga peralihan saluran tv digital masyarakat membeli allcaps stb allcaps;moga alih salur tv digital masyarakat beli allcaps stb allcaps
275; sebagai mana saluran tv digital ini telah di jalankan oleh pemerintah, mungkin menurut saya kurang efe… ;2;sebagai mana saluran tv digital ini telah di jalankan oleh pemerintah mungkin menurut saya kurang efe;['sebagai', 'mana', 'saluran', 'tv', 'digital', 'ini', 'telah', 'di', 'jalankan', 'oleh', 'pemerintah', 'mungkin', 'menurut', 'saya', 'kurang', 'efe'];['sebagai', 'mana', 'saluran', 'tv', 'digital', 'ini', 'telah', 'di', 'jalankan', 'oleh', 'pemerintah', 'mungkin', 'menurut', 'saya', 'kurang', 'efe'];['saluran', 'tv', 'digital', 'jalankan', 'pemerintah', 'efe'];saluran tv digital jalankan pemerintah efe;salur tv digital jalan perintah efe
276; Emang paling bener alihkan lagi ke TV analog, daripada TV digital ini yang harus pake STB yang hargany… ;2;emang paling bener alihkan lagi ke tv analog daripada tv digital ini yang harus pake allcaps stb allcaps yang hargany;['emang', 'paling', 'bener', 'alihkan', 'lagi', 'ke', 'tv', 'analog', 'daripada', 'tv', 'digital', 'ini', 'yang', 'harus', 'pake', 'allcaps', 'stb', 'allcaps', 'yang', 'hargany'];['memang', 'paling', 'benar', 'alihkan', 'lagi', 'ke', 'tv', 'analog', 'daripada', 'tv', 'digital', 'ini', 'yang', 'harus', 'pakai', 'allcaps', 'stb', 'allcaps', 'yang', 'hargany'];['alihkan', 'tv', 'analog', 'tv', 'digital', 'pakai', 'allcaps', 'stb', 'allcaps', 'hargany'];alihkan tv analog tv digital pakai allcaps stb allcaps hargany;alih tv analog tv digital pakai allcaps stb allcaps hargany
278; Pak harga STB mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena… ;0;pak harga allcaps stb allcaps mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena;['pak', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'dan', 'sekarang', 'kami', 'masyarakat', 'jadi', 'susah', 'untuk', 'mendapatkan', 'informasi', 'karena'];['pak', 'harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'dan', 'sekarang', 'kami', 'masyarakat', 'jadi', 'susah', 'untuk', 'mendapatkan', 'informasi', 'karena'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'masyarakat', 'susah', 'informasi'];harga allcaps stb allcaps mahal banget masyarakat susah informasi;harga allcaps stb allcaps mahal banget masyarakat susah informasi
280;Alibi ibu ibu mah bagus gabisa stel tipi karena udh digital bukannya beli belinya malah smart tv baru. Alesannya ta… ;2;alibi ibu ibu mah bagus gabisa stel tipi karena udh digital bukannya beli belinya malah smart tv baru alesannya ta;['alibi', 'ibu', 'ibu', 'mah', 'bagus', 'gabisa', 'stel', 'tipi', 'karena', 'udh', 'digital', 'bukannya', 'beli', 'belinya', 'malah', 'smart', 'tv', 'baru', 'alesannya', 'ta'];['alibi', 'ibu', 'ibu', 'mah', 'bagus', 'gabisa', 'stel', 'tipi', 'karena', 'sudah', 'digital', 'bukannya', 'beli', 'belinya', 'malah', 'smart', 'tv', 'baru', 'alesannya', 'ta'];['alibi', 'mah', 'bagus', 'gabisa', 'stel', 'tipi', 'digital', 'beli', 'belinya', 'smart', 'tv', 'alesannya', 'ta'];alibi mah bagus gabisa stel tipi digital beli belinya smart tv alesannya ta;alibi mah bagus gabisa stel tipi digital beli beli smart tv alesannya ta
281;  Pemberitahuan tentang tv digital kan sudah diberitakan 2 tahun yang lalu, itu artinya apa? Ya an… ;0;pemberitahuan tentang tv digital kan sudah diberitakan number tahun yang lalu itu artinya apa ya an;['pemberitahuan', 'tentang', 'tv', 'digital', 'kan', 'sudah', 'diberitakan', 'number', 'tahun', 'yang', 'lalu', 'itu', 'artinya', 'apa', 'ya', 'an'];['pemberitahuan', 'tentang', 'tv', 'digital', 'kan', 'sudah', 'diberitakan', 'number', 'tahun', 'yang', 'lalu', 'itu', 'artinya', 'apa', 'iya', 'an'];['pemberitahuan', 'tv', 'digital', 'diberitakan', 'number', 'iya', 'an'];pemberitahuan tv digital diberitakan number iya an;pemberitahuan tv digital berita number iya an
282;  Kan ada tv digital, stb, kalo streaming mah ampas wkwk;1;kan ada tv digital stb kalo streaming mah ampas wkwk;['kan', 'ada', 'tv', 'digital', 'stb', 'kalo', 'streaming', 'mah', 'ampas', 'wkwk'];['kan', 'ada', 'tv', 'digital', 'stb', 'kalau', 'streaming', 'mah', 'ampas', 'wkwk'];['tv', 'digital', 'stb', 'streaming', 'mah', 'ampas', 'wkwk'];tv digital stb streaming mah ampas wkwk;tv digital stb streaming mah ampas wkwk
283; Kan harus beli STB dulu 300rb gara2 tv digital. Subscribe Vidio kurang dr 100rb. Profit dong;2;kan harus beli allcaps stb allcaps dulu 3 0 0 rb gara2 tv digital subscribe vidio kurang dr 1 0 0 rb profit dong;['kan', 'harus', 'beli', 'allcaps', 'stb', 'allcaps', 'dulu', '3', '0', '0', 'rb', 'gara2', 'tv', 'digital', 'subscribe', 'vidio', 'kurang', 'dr', '1', '0', '0', 'rb', 'profit', 'dong'];['kan', 'harus', 'beli', 'allcaps', 'stb', 'allcaps', 'dulu', '3', '0', '0', 'ribu', 'gara2', 'tv', 'digital', 'subscribe', 'video', 'kurang', 'dari', '1', '0', '0', 'ribu', 'profit', 'dong'];['beli', 'allcaps', 'stb', 'allcaps', '3', '0', '0', 'ribu', 'gara2', 'tv', 'digital', 'subscribe', 'video', '1', '0', '0', 'ribu', 'profit'];beli allcaps stb allcaps 3 0 0 ribu gara2 tv digital subscribe video 1 0 0 ribu profit;beli allcaps stb allcaps 3 0 0 ribu gara2 tv digital subscribe video 1 0 0 ribu profit
284;SIMAK !! Cara Menonton TV Digital Melalui Hanpdhone, Tanpa Kuota Internet Dan STB  ;1;allcaps simak allcaps repeated cara menonton tv digital melalui hanpdhone tanpa kuota internet dan allcaps stb allcaps;['allcaps', 'simak', 'allcaps', 'repeated', 'cara', 'menonton', 'tv', 'digital', 'melalui', 'hanpdhone', 'tanpa', 'kuota', 'internet', 'dan', 'allcaps', 'stb', 'allcaps'];['allcaps', 'simak', 'allcaps', 'repeated', 'cara', 'menonton', 'tv', 'digital', 'melalui', 'hanpdhone', 'tanpa', 'kuota', 'internet', 'dan', 'allcaps', 'stb', 'allcaps'];['allcaps', 'simak', 'allcaps', 'repeated', 'menonton', 'tv', 'digital', 'hanpdhone', 'kuota', 'internet', 'allcaps', 'stb', 'allcaps'];allcaps simak allcaps repeated menonton tv digital hanpdhone kuota internet allcaps stb allcaps;allcaps simak allcaps repeated tonton tv digital hanpdhone kuota internet allcaps stb allcaps
285;testi pindah tv digital adalah tidak membaik, pake stb ga semua gambar bagus dan jernih, lagi Final gini tiba tiba keputus heran;2;testi pindah tv digital adalah tidak membaik pake stb ga semua gambar bagus dan jernih lagi final gini tiba tiba keputus heran;['testi', 'pindah', 'tv', 'digital', 'adalah', 'tidak', 'membaik', 'pake', 'stb', 'ga', 'semua', 'gambar', 'bagus', 'dan', 'jernih', 'lagi', 'final', 'gini', 'tiba', 'tiba', 'keputus', 'heran'];['testi', 'pindah', 'tv', 'digital', 'adalah', 'tidak', 'membaik', 'pakai', 'stb', 'tidak', 'semua', 'gambar', 'bagus', 'dan', 'jernih', 'lagi', 'final', 'gini', 'tiba', 'tiba', 'keputus', 'heran'];['testi', 'pindah', 'tv', 'digital', 'membaik', 'pakai', 'stb', 'gambar', 'bagus', 'jernih', 'final', 'gini', 'keputus', 'heran'];testi pindah tv digital membaik pakai stb gambar bagus jernih final gini keputus heran;testi pindah tv digital baik pakai stb gambar bagus jernih final gin putus heran
286; : pelaksanaan ASO di Jawa Timur akan dilakukan 20 Desember 2022. Masyarakat yg blm menggunakan tv digit… ;1;pelaksanaan allcaps aso allcaps di jawa timur akan dilakukan number desember number masyarakat yg blm menggunakan tv digit;['pelaksanaan', 'allcaps', 'aso', 'allcaps', 'di', 'jawa', 'timur', 'akan', 'dilakukan', 'number', 'desember', 'number', 'masyarakat', 'yg', 'blm', 'menggunakan', 'tv', 'digit'];['pelaksanaan', 'allcaps', 'aso', 'allcaps', 'di', 'jawa', 'timur', 'akan', 'dilakukan', 'number', 'desember', 'number', 'masyarakat', 'yang', 'belum', 'menggunakan', 'tv', 'digit'];['pelaksanaan', 'allcaps', 'aso', 'allcaps', 'jawa', 'timur', 'number', 'desember', 'number', 'masyarakat', 'tv', 'digit'];pelaksanaan allcaps aso allcaps jawa timur number desember number masyarakat tv digit;laksana allcaps aso allcaps jawa timur number desember number masyarakat tv digit
287; TV digital sgt tdk maksimal, harga stb yg banyak pro kontra. tdk semua masyarakat sama pendapatannya. mohon solusinya pak;1;tv digital sgt tdk maksimal harga stb yg banyak pro kontra tdk semua masyarakat sama pendapatannya mohon solusinya pak;['tv', 'digital', 'sgt', 'tdk', 'maksimal', 'harga', 'stb', 'yg', 'banyak', 'pro', 'kontra', 'tdk', 'semua', 'masyarakat', 'sama', 'pendapatannya', 'mohon', 'solusinya', 'pak'];['tv', 'digital', 'sangat', 'tidak', 'maksimal', 'harga', 'stb', 'yang', 'banyak', 'pro', 'kontra', 'tidak', 'semua', 'masyarakat', 'sama', 'pendapatannya', 'mohon', 'solusinya', 'pak'];['tv', 'digital', 'maksimal', 'harga', 'stb', 'pro', 'kontra', 'masyarakat', 'pendapatannya', 'mohon', 'solusinya'];tv digital maksimal harga stb pro kontra masyarakat pendapatannya mohon solusinya;tv digital maksimal harga stb pro kontra masyarakat dapat mohon solusi
